"AÑO","CODIGOAP","CODIGOPROGRAMA","CODIGOINCISO","CODIGOUNIDADEJECUTORA","ASIGNACION","EJECUCION","PFI","CODIGOTEMA","CODIGOSUBTEMA"
"2015","10","380","3","4","10046399","9941278","Funcionamiento","10","380"
"2015","10","380","3","4","45002049","40560159","Personal","10","380"
"2015","12","420","3","4","4393284","4191663","Funcionamiento","12","420"
"2015","12","421","3","4","6515249","6514289","Funcionamiento","12","421"
"2015","12","421","3","4","1540000","1513852","Inversión","12","421"
"2015","12","421","3","4","38703953","31836359","Personal","12","421"
"2015","14","461","3","4","13986190","13869160","Funcionamiento","14","461"
"2015","14","461","3","4","119561324","105960043","Personal","14","461"
"2015","15","480","3","4","9255171","8547151","Funcionamiento","480","480"
"2015","15","480","3","4","120838773","120838773","Personal","480","480"
"2016","6","300","3","4","1321931124","1314329912","Funcionamiento","6","300"
"2016","6","300","3","4","41221938","36025180","Inversión","6","300"
"2016","6","300","3","4","4985546810","4865799029","Personal","6","300"
"2016","7","322","3","4","118649375","97868285","Funcionamiento","7","322"
"2016","7","322","3","4","6186036","5939298","Inversión","7","322"
"2016","7","322","3","4","1051701","0","Personal","7","322"
"2016","8","343","3","4","33561536","33552557","Funcionamiento","8","343"
"2016","8","343","3","4","135507063","65158476","Personal","8","343"
"2016","10","380","3","4","6741584","6629322","Funcionamiento","10","380"
"2016","10","380","3","4","22999436","5394509","Personal","10","380"
"2016","12","420","3","4","1045549","1045241","Funcionamiento","12","420"
"2016","12","421","3","4","6720979","6714221","Funcionamiento","12","421"
"2016","12","421","3","4","2497935","2459259","Inversión","12","421"
"2016","12","421","3","4","15334168","0","Personal","12","421"
"2016","14","461","3","4","13197533","13182900","Funcionamiento","14","461"
"2016","14","461","3","4","129206550","116672534","Personal","14","461"
"2016","15","480","3","4","4374833","3576045","Funcionamiento","480","480"
"2016","15","480","3","4","131127212","130289719","Personal","480","480"
"2017","6","300","3","4","1405936958","1402995142","Funcionamiento","6","300"
"2017","6","300","3","4","52179903","51826887","Inversión","6","300"
"2017","6","300","3","4","5316310179","5211062476","Personal","6","300"
"2017","7","322","3","4","124516337","108620601","Funcionamiento","7","322"
"2017","7","322","3","4","6425658","6248519","Inversión","7","322"
"2017","7","322","3","4","836889","0","Personal","7","322"
"2017","8","343","3","4","35616081","35505039","Funcionamiento","8","343"
"2017","8","343","3","4","144390757","73622186","Personal","8","343"
"2017","10","380","3","4","6823001","6779276","Funcionamiento","10","380"
"2017","10","380","3","4","25240865","5843056","Personal","10","380"
"2017","12","420","3","4","902527","899650","Funcionamiento","12","420"
"2017","12","421","3","4","7381603","7153946","Funcionamiento","12","421"
"2017","12","421","3","4","5897935","5814419","Inversión","12","421"
"2017","12","421","3","4","17161721","0","Personal","12","421"
"2017","14","461","3","4","13342547","13330204","Funcionamiento","14","461"
"2017","14","461","3","4","130164119","125654797","Personal","14","461"
"2017","15","480","3","4","5895758","5274161","Funcionamiento","480","480"
"2017","15","480","3","4","116050455","116050455","Personal","480","480"
"2018","6","300","3","4","1491915436","0","Funcionamiento","6","300"
"2018","6","300","3","4","69832075","0","Inversión","6","300"
"2018","6","300","3","4","5678212093","0","Personal","6","300"
"2018","7","322","3","4","130053147","0","Funcionamiento","7","322"
"2018","7","322","3","4","16515558","0","Inversión","7","322"
"2018","7","322","3","4","1051355","0","Personal","7","322"
"2018","8","343","3","4","36681047","0","Funcionamiento","8","343"
"2018","8","343","3","4","158881667","0","Personal","8","343"
"2018","10","380","3","4","6867800","0","Funcionamiento","10","380"
"2018","10","380","3","4","28773092","0","Personal","10","380"
"2018","12","420","3","4","69491","0","Funcionamiento","12","420"
"2018","12","421","3","4","8213481","0","Funcionamiento","12","421"
"2018","12","421","3","4","2497935","0","Inversión","12","421"
"2018","12","421","3","4","19398501","0","Personal","12","421"
"2018","14","461","3","4","14344211","0","Funcionamiento","14","461"
"2018","14","461","3","4","2100000","0","Inversión","14","461"
"2018","14","461","3","4","148894346","0","Personal","14","461"
"2018","15","480","3","4","6282501","0","Funcionamiento","480","480"
"2018","15","480","3","4","144526352","0","Personal","480","480"
"2019","6","300","3","4","1428418750","0","Funcionamiento","6","300"
"2019","6","300","3","4","35411018","0","Inversión","6","300"
"2019","6","300","3","4","5820213376","0","Personal","6","300"
"2019","7","322","3","4","91976884","0","Funcionamiento","7","322"
"2019","7","322","3","4","6201312","0","Inversión","7","322"
"2019","7","322","3","4","1211355","0","Personal","7","322"
"2019","8","343","3","4","61621944","0","Funcionamiento","8","343"
"2019","8","343","3","4","237226245","0","Personal","8","343"
"2019","10","380","3","4","10603472","0","Funcionamiento","10","380"
"2019","10","380","3","4","36251156","0","Personal","10","380"
"2019","12","421","3","4","10802579","0","Funcionamiento","12","421"
"2019","12","421","3","4","2497935","0","Inversión","12","421"
"2019","12","421","3","4","24534887","0","Personal","12","421"
"2019","14","461","3","4","14491232","0","Funcionamiento","14","461"
"2019","14","461","3","4","2100000","0","Inversión","14","461"
"2019","14","461","3","4","116966230","0","Personal","14","461"
"2019","15","480","3","4","1547933","0","Funcionamiento","480","480"
"2019","15","480","3","4","50534583","0","Personal","480","480"
"2011","8","343","3","41","3716501","3630384","Funcionamiento","8","343"
"2011","8","343","3","41","3764511","3237763","Inversión","8","343"
"2011","8","343","3","41","7029909","6468127","Personal","8","343"
"2011","9","367","3","41","108969639","90636556","Funcionamiento","9","367"
"2011","9","367","3","41","114152705","108325860","Inversión","9","367"
"2011","9","367","3","41","382206268","328942726","Personal","9","367"
"2011","15","815","3","41","304711","304711","Personal","15","815"
"2012","8","343","3","41","3632179","3433603","Funcionamiento","8","343"
"2012","8","343","3","41","4064511","3719796","Inversión","8","343"
"2012","8","343","3","41","7166326","6187603","Personal","8","343"
"2012","9","367","3","41","113805275","97685315","Funcionamiento","9","367"
"2012","9","367","3","41","107852705","104621664","Inversión","9","367"
"2012","9","367","3","41","431952711","384302838","Personal","9","367"
"2012","15","815","3","41","336775","336775","Personal","15","815"
"2013","8","343","3","41","4615572","4567376","Funcionamiento","8","343"
"2013","8","343","3","41","3764511","3684694","Inversión","8","343"
"2013","8","343","3","41","11108885","10470761","Personal","8","343"
"2013","9","367","3","41","117182365","101819619","Funcionamiento","9","367"
"2013","9","367","3","41","140733085","138209194","Inversión","9","367"
"2013","9","367","3","41","500818762","431991863","Personal","9","367"
"2013","15","815","3","41","370490","370490","Personal","15","815"
"2014","8","343","3","41","4935218","4811674","Funcionamiento","8","343"
"2014","8","343","3","41","3764511","3705184","Inversión","8","343"
"2014","8","343","3","41","12167255","11264592","Personal","8","343"
"2014","9","367","3","41","131473299","117650075","Funcionamiento","9","367"
"2014","9","367","3","41","238997179","238348613","Inversión","9","367"
"2014","9","367","3","41","597017250","513781613","Personal","9","367"
"2014","15","815","3","41","413172","413172","Personal","15","815"
"2015","8","343","3","41","5386614","5275904","Funcionamiento","8","343"
"2015","8","343","3","41","8264511","7782718","Inversión","8","343"
"2015","8","343","3","41","13402733","12566765","Personal","8","343"
"2015","9","367","3","41","133798347","119397161","Funcionamiento","9","367"
"2015","9","367","3","41","101302705","96479360","Inversión","9","367"
"2015","9","367","3","41","634297178","539790402","Personal","9","367"
"2015","15","815","3","41","448852","448852","Personal","15","815"
"2016","8","343","3","41","4772789","4345650","Funcionamiento","8","343"
"2016","8","343","3","41","7310000","7242970","Inversión","8","343"
"2016","8","343","3","41","14637713","13346298","Personal","8","343"
"2016","9","367","3","41","122922496","118480501","Funcionamiento","9","367"
"2016","9","367","3","41","110560923","108495316","Inversión","9","367"
"2016","9","367","3","41","687330380","583674275","Personal","9","367"
"2016","15","815","3","41","495551","495551","Personal","15","815"
"2017","8","343","3","41","8382090","8056531","Funcionamiento","8","343"
"2017","8","343","3","41","8660000","8379459","Inversión","8","343"
"2017","8","343","3","41","17046888","13788978","Personal","8","343"
"2017","9","367","3","41","125814620","119059246","Funcionamiento","9","367"
"2017","9","367","3","41","135444893","135248013","Inversión","9","367"
"2017","9","367","3","41","742143025","608554281","Personal","9","367"
"2017","15","815","3","41","503685","503685","Personal","15","815"
"2018","8","343","3","41","6690949","0","Funcionamiento","8","343"
"2018","8","343","3","41","5160000","0","Inversión","8","343"
"2018","8","343","3","41","15641673","0","Personal","8","343"
"2018","9","367","3","41","135099065","0","Funcionamiento","9","367"
"2018","9","367","3","41","94092153","0","Inversión","9","367"
"2018","9","367","3","41","832580291","0","Personal","9","367"
"2018","15","815","3","41","369466","0","Personal","15","815"
"2019","8","343","3","41","5990305","0","Funcionamiento","8","343"
"2019","8","343","3","41","8660000","0","Inversión","8","343"
"2019","8","343","3","41","17080758","0","Personal","8","343"
"2019","9","367","3","41","119327381","0","Funcionamiento","9","367"
"2019","9","367","3","41","113149323","0","Inversión","9","367"
"2019","9","367","3","41","1025021761","0","Personal","9","367"
"2019","15","815","3","41","318173","0","Personal","15","815"
"2011","1","201","3","1","3294294","3274002","Funcionamiento","1","201"
"2011","1","201","3","1","514929","233895","Inversión","1","201"
"2011","1","201","3","1","22594518","19336240","Personal","1","201"
"2011","6","300","3","1","57639788","52370422","Funcionamiento","6","300"
"2011","6","300","3","1","8050705","6056542","Inversión","6","300"
"2011","6","300","3","1","327648368","146291533","Personal","6","300"
"2011","8","343","3","1","2002510","1957885","Funcionamiento","8","343"
"2011","8","343","3","1","5279516","4234294","Personal","8","343"
"2011","11","401","3","1","131708410","118690028","Funcionamiento","11","401"
"2011","14","461","3","1","4158000","0","Personal","14","461"
"2011","15","480","3","1","44196866","43061410","Funcionamiento","480","480"
"2011","15","480","3","1","5435433","1962278","Inversión","480","480"
"2011","15","480","3","1","77049235","69256690","Personal","480","480"
"2011","15","815","3","1","241571","241571","Personal","15","815"
"2012","1","201","3","1","3232706","3232706","Funcionamiento","1","201"
"2012","1","201","3","1","22000","21632","Inversión","1","201"
"2012","1","201","3","1","25990450","22136040","Personal","1","201"
"2012","6","300","3","1","73477937","69695956","Funcionamiento","6","300"
"2012","6","300","3","1","4342983","4211403","Inversión","6","300"
"2012","6","300","3","1","410148459","181760738","Personal","6","300"
"2012","8","343","3","1","2774560","2733498","Funcionamiento","8","343"
"2012","8","343","3","1","6787874","4921851","Personal","8","343"
"2012","11","401","3","1","131862000","130021871","Funcionamiento","11","401"
"2012","15","480","3","1","38962406","38014621","Funcionamiento","480","480"
"2012","15","480","3","1","4935433","4255851","Inversión","480","480"
